inbound_date,delivery_note_id,product_id,received_qty,rejected_qty,rejected_reason
2022-09-10,339336,862288,431,0,
2024-01-28,679318,813611,1619,0,
2023-09-05,693727,795085,725,0,
2023-05-04,608761,177366,1982,0,
2022-08-09,978371,672033,1178,0,
2022-10-08,229424,994214,1261,0,
2023-02-14,648634,859746,1504,0,
2022-01-07,491280,890138,1403,0,
2022-07-18,945382,116846,226,0,
2023-07-29,192630,435265,1571,0,
2024-08-12,870497,778840,2113,0,
2024-03-07,826030,357024,936,0,
2022-05-02,221791,135897,1119,0,
2024-03-25,649162,168474,1144,0,
2024-01-27,898593,889133,663,0,
2023-02-09,538742,820291,895,0,
2023-04-01,196414,467936,873,0,
2023-05-05,157732,415020,2121,0,
2023-12-27,237497,675148,399,0,
2023-03-24,989589,997190,1473,0,
2023-11-18,684288,781897,1185,0,
2024-12-24,402789,862812,754,0,
2023-11-18,809220,267900,1774,0,
2024-01-20,707403,737329,450,20,Quality Issue
2022-02-16,397887,773010,1269,0,
2024-11-14,241384,145826,1264,0,
2023-08-12,332599,311135,1104,0,
2024-03-10,759922,582530,490,0,
2022-12-12,590231,840938,1887,0,
2024-12-19,220050,162930,2311,0,
2023-09-14,760510,297531,2062,0,
2022-05-14,640036,703168,563,0,
2022-12-08,829576,310034,1008,0,
2023-08-08,702863,868688,150,1,Regulatory issue
2023-03-31,498740,788622,1462,0,
2022-06-21,821977,504920,1297,0,
2024-05-16,608761,177366,1265,0,
2024-07-27,339158,353923,491,0,
2023-12-01,141405,688849,1905,0,
2022-10-26,710414,781158,402,0,
2022-04-24,281467,565187,2316,0,
2022-08-25,202547,849747,1241,0,
2022-08-11,446881,159727,800,0,
2023-09-30,883003,706767,2495,0,
2022-11-21,220022,398671,1531,0,
2024-07-29,202246,568882,566,9,Quality Issue
2023-11-04,847616,193500,609,0,
2024-07-25,927574,982201,1380,0,
2022-12-23,659648,490601,1203,14,Quality Issue
2022-06-17,409339,917415,1815,0,
2023-04-08,181779,478486,457,0,
2024-12-10,675965,487193,1964,0,
2024-12-24,988049,686351,1954,0,
2024-11-07,711547,832738,167,0,
2022-11-15,440530,105242,2365,0,
2022-01-15,410250,792097,1141,0,
2023-03-03,526192,322995,2285,0,Regulatory issue
2024-02-01,389266,839940,1454,0,
2023-03-26,835304,969349,1527,0,
2024-01-15,802626,754441,1914,0,
2024-02-24,454573,551418,879,0,
2024-01-12,995600,530915,653,0,
2022-12-28,782858,904741,1037,0,
2022-05-14,950622,817744,1515,0,
2022-10-02,481166,313325,2138,0,
2022-07-29,233798,754434,738,0,
2023-09-26,454217,953092,1996,0,
2023-05-18,750526,117306,2174,0,
2024-09-05,561459,361809,2116,0,
2024-04-08,522733,347756,2215,0,
2023-07-04,234458,873429,1413,65,Quality Issue
2024-10-06,988979,126267,2377,0,
2023-03-19,326049,882571,2184,0,
2022-03-28,652845,397179,1766,0,
2024-09-26,223733,147007,1960,0,
2024-06-10,306625,720404,225,0,
2023-02-02,390237,533717,2451,0,
2022-06-03,455340,269863,389,0,
2023-09-25,556109,262941,1105,0,
2024-12-12,233798,754434,1072,0,
2024-08-13,609676,887004,870,0,
2024-12-09,643892,144178,299,0,
2022-07-30,610300,154183,207,0,
2024-08-29,738070,981926,1234,0,
2022-10-17,337307,437170,1470,0,
2022-02-01,143715,245920,1611,0,
2022-08-14,794886,111163,181,0,
2022-05-13,432448,786735,2344,0,
2023-08-08,909464,400536,2374,0,
2024-11-29,804661,194308,1018,0,
2024-10-20,672884,737107,709,0,
2022-10-25,560126,636168,1228,0,
2022-06-10,577259,843194,864,0,
2024-09-05,665442,173408,1914,0,
2022-12-09,855526,861337,1160,0,
2023-03-04,695532,980428,1653,0,
2024-05-22,315345,202739,1841,0,
2023-07-15,115462,167042,829,0,
2022-04-15,963861,900838,2205,0,
2024-01-22,895947,215336,1700,0,
2023-09-25,753466,458873,2403,0,
2023-04-26,636359,155894,1091,0,
2022-04-22,327718,137662,1219,0,
2023-07-30,430738,881155,1313,0,
2023-08-11,675965,487193,1694,0,
2023-05-05,469302,266059,888,0,
2022-08-31,167451,935514,143,0,
2024-05-05,147286,685718,860,0,
2022-05-22,369212,839977,152,0,
2022-02-02,238370,135686,1909,0,
2023-02-20,774664,325823,1006,0,
2024-09-29,114762,453351,350,0,
2023-03-14,120664,845459,2446,0,
2024-04-07,608761,177366,2276,107,Regulatory issue
2023-01-03,641126,853820,1654,0,
2023-11-25,533143,424805,100,0,
2022-07-10,758690,325923,1138,4,Quality Issue
2023-08-26,663921,654295,268,0,
2024-03-31,427553,758773,1882,0,
2024-05-11,551218,202337,2311,0,
2022-05-05,108731,551877,738,0,
2022-11-20,267967,233069,1187,0,
2024-02-07,364381,469834,2079,0,
2023-09-27,154441,130674,214,0,
2022-10-21,318398,229367,595,0,
2023-04-01,710414,781158,910,41,Regulatory issue
2023-08-28,640036,703168,2188,0,
2023-03-20,373826,721538,2432,0,
2024-04-13,908085,864680,1214,0,
2022-04-06,955720,343445,1981,0,
2022-11-26,245835,918410,1577,0,
2023-11-20,626809,125161,1447,0,
2024-09-24,410250,792097,473,17,Regulatory issue
2022-02-02,526769,854189,2052,0,
2024-12-26,891077,925426,1440,0,
2024-12-17,209047,333244,2072,0,
2024-04-03,480843,679246,379,0,
2023-03-07,410155,321141,2249,0,
2023-12-06,291167,135561,1661,0,
2024-01-28,835304,969349,112,0,
2024-06-19,511263,583015,1505,0,
2022-06-17,947199,931062,384,0,
2022-05-14,381691,663408,239,0,
2023-01-27,832761,293939,1089,0,
2023-03-04,129764,266017,1056,0,
2023-03-30,672884,737107,328,0,
2024-09-13,198943,596220,2490,0,
2024-06-20,454866,596864,1750,0,
2024-04-15,265732,231832,1165,0,
2024-07-17,658934,726756,970,0,
2023-11-04,202932,169336,786,0,
2023-01-13,307221,161268,1782,36,Regulatory issue
2023-05-15,112424,690495,1592,0,
2023-10-26,586097,469613,1513,0,
2022-09-19,895947,215336,2348,96,Quality Issue
2022-04-17,251772,624784,2054,0,
2024-05-15,921788,251652,198,1,Quality Issue
2022-07-28,610523,273364,2219,0,
2024-02-10,413485,319881,1479,0,
2024-12-23,775667,912583,2127,0,
2022-10-03,879848,763224,325,0,
2023-01-07,759922,582530,1867,0,
2023-07-23,265512,778383,1818,0,
2022-05-04,162678,783660,153,0,
2022-04-24,167451,935514,253,12,Quality Issue
2023-09-02,101092,702065,1218,0,
2023-04-16,820312,828370,1577,0,
2024-01-14,898794,946470,1427,0,
2023-01-08,877915,780239,2123,0,
2022-01-28,414552,250464,1467,0,
2024-10-18,446412,796576,1132,0,
2023-12-28,396710,243285,2390,0,
2023-02-05,353233,546962,2408,0,
2024-04-03,724567,419267,773,0,
2024-12-19,454217,953092,2003,0,
2024-12-02,880061,255391,649,20,Quality Issue
2023-02-06,244957,833109,785,20,Regulatory issue
2022-10-19,183560,989199,702,0,
2022-12-27,933012,850524,1978,0,
2024-08-22,610770,393948,939,21,Regulatory issue
2022-09-17,789064,683225,420,0,
2022-06-12,480559,519699,1627,56,Quality Issue
2022-11-29,432735,770370,309,0,
2024-06-09,292762,266687,2000,38,Quality Issue
2024-02-02,646631,116721,1577,0,
2024-02-29,151508,125091,1320,0,
2022-10-30,697782,862405,613,0,
2022-11-25,422159,748776,256,0,
2024-12-16,760510,297531,1033,0,
2024-10-26,908085,864680,2338,0,
2022-03-19,268503,829034,1793,0,
2022-09-05,760510,297531,276,0,
2024-07-15,262359,105386,143,0,
2023-11-11,239370,740702,357,14,Quality Issue
2022-01-16,854918,380941,2131,0,
2023-06-05,664812,679022,2078,0,
2022-07-06,575434,110199,1012,0,
2022-11-26,943539,264394,198,0,
2022-02-06,671253,551623,1110,0,
2022-07-16,229788,352497,592,0,
2024-12-17,894115,822210,1562,7,Quality Issue
2022-10-23,791108,720239,2257,0,
2022-05-01,422649,897417,1883,0,
2023-07-08,836185,183457,2443,0,
2024-07-04,319274,903363,640,19,Regulatory issue
2023-05-08,462690,974536,1851,0,
2023-06-16,997198,112721,1891,0,
2024-10-07,661198,130482,1320,0,
2022-02-27,438668,898953,568,0,
2022-06-25,724492,940812,1560,0,
2024-06-10,989833,954777,1424,0,
2023-10-18,328071,395238,262,0,
2022-12-30,325877,806847,1305,0,
2024-03-31,526379,106312,1161,0,
2024-01-30,957352,683414,484,24,Regulatory issue
2023-08-14,989589,997190,2214,0,
2023-04-29,586097,469613,1407,16,Regulatory issue
2023-12-13,219852,714543,1759,0,
2024-02-27,640662,552703,1606,0,
2024-10-31,901768,399927,1912,0,
2023-06-17,217510,670587,2289,0,
2022-02-11,234473,393806,282,0,
2022-05-03,423097,224102,2348,0,
2022-02-04,913637,173215,2148,0,
2023-12-21,689596,252823,290,0,
2024-03-20,619756,979944,784,0,
2024-09-18,791108,720239,659,0,
2023-11-11,586097,469613,483,0,
2024-06-01,188046,586507,549,0,
2022-05-08,371038,333270,1561,0,
2022-10-12,215964,610235,1174,0,
2024-11-20,427397,568259,1974,0,
2023-05-26,101092,702065,1688,0,
2024-06-23,663921,654295,2219,0,
2024-04-06,244653,678083,808,0,
2023-02-08,183560,989199,383,0,
2023-07-07,646173,732913,743,0,
2022-05-02,909464,400536,2271,0,
2023-03-19,284895,687888,1661,0,
2022-07-21,278588,342028,2363,0,
2023-08-05,689035,260405,280,0,
2022-09-22,990493,581157,128,0,
2024-10-17,919785,467361,2249,0,
2022-03-08,721329,107214,792,0,
2023-06-07,167451,935514,893,0,
2024-12-12,733373,220543,1553,0,
2023-06-25,796994,312701,419,0,
2024-03-12,738070,981926,756,0,
2024-02-27,695766,939733,1437,0,
2022-01-21,247060,701473,1978,0,
2023-02-12,927574,982201,2210,0,
2022-07-21,433298,225504,1687,0,
2024-02-05,971603,401985,2154,0,
2023-09-06,606993,637154,239,0,
2022-03-14,308083,224061,1183,0,
2022-11-30,577259,843194,2204,0,
2022-05-25,326049,882571,456,0,
2022-03-17,831985,247186,309,0,
2022-04-27,782333,659964,2019,0,
2022-05-10,793448,325883,2491,0,
2022-06-13,456210,969212,2467,0,
2022-03-25,196414,467936,2259,0,
2024-12-06,762195,282771,1253,0,
2023-04-02,957352,683414,2458,30,Quality Issue
2023-12-15,107682,925587,2267,0,
2023-04-20,760237,254537,362,0,
2024-02-07,928527,862104,2462,0,
2024-04-01,762110,879341,1028,0,
2022-04-21,553862,465843,1545,0,
2024-10-27,657826,546568,1873,0,
2022-11-17,315921,576263,271,0,
2023-07-09,232105,612969,467,0,
2023-04-05,788175,360743,268,0,
2024-08-02,238370,135686,1913,28,Regulatory issue
2022-07-13,233986,597052,1322,0,
2022-09-25,746042,234470,2493,0,
2022-06-08,606993,637154,1862,0,
2023-10-30,818910,261177,2158,0,
2024-07-09,109943,203576,1075,0,
2022-11-09,898593,889133,689,0,
2022-04-03,317807,658341,1499,0,
2024-04-01,231661,266952,2417,0,
2023-03-21,158265,596200,1876,0,
2022-06-05,669016,117483,727,0,
2022-04-01,466825,286229,2342,0,
2022-07-16,101092,702065,1688,0,
2023-09-21,113003,776159,1200,0,
2024-09-26,568127,859028,1384,0,
2023-07-27,163093,235128,1849,0,
2024-07-15,906058,489666,2174,0,
2022-03-31,351483,741030,1511,0,
2022-01-12,225510,792239,1055,0,
2022-03-25,952033,200959,1279,41,Regulatory issue
2024-03-31,847720,314209,741,1,Regulatory issue
2022-10-14,956081,703661,1823,0,
2022-07-25,232105,612969,825,40,Regulatory issue
2022-06-16,574010,564312,1295,0,
2024-04-02,369212,839977,1136,0,
2023-01-03,371038,333270,1165,0,
2022-10-27,718888,938845,571,0,
2024-12-16,324600,140557,2101,0,
2023-11-21,790957,219124,1742,0,
2024-10-21,220481,977674,1312,0,
2022-10-12,287164,599775,1249,0,
2022-01-19,480843,679246,1428,0,
2022-11-05,606993,637154,2344,0,
2023-10-20,262936,602699,692,0,
2022-11-08,779481,664720,409,0,
2022-06-17,913637,173215,1289,0,
2024-02-09,232105,612969,1339,0,
2024-08-19,196414,467936,1299,13,Quality Issue
2022-10-07,883003,706767,1322,0,
2024-03-11,841634,108716,2456,0,
2022-12-10,621312,394318,864,0,
2024-03-06,230814,535525,1551,0,
2024-09-06,851484,472627,1639,0,
2022-10-13,756210,181354,1249,0,
2022-10-21,750526,117306,986,0,
2022-01-03,711547,832738,1334,0,
2023-10-06,104784,963152,1267,0,
2022-10-23,999863,850446,2313,0,
2022-12-15,760510,297531,1706,6,Quality Issue
2022-12-18,606993,637154,342,0,
2024-01-09,562302,680105,1892,0,
2022-04-21,515106,975738,1915,0,
2024-02-21,339158,353923,1567,0,
2024-12-19,157732,415020,2361,0,
2024-01-12,739502,103523,758,0,
2024-12-07,652845,397179,1389,0,
2022-03-30,199631,766632,1059,0,
2023-08-16,883193,895998,1472,0,
2022-02-09,836185,183457,1509,0,
2022-01-22,415927,316378,2435,0,
2022-09-20,526769,854189,338,0,
2024-12-30,883378,869681,1229,0,
2023-10-01,196044,910818,1332,0,
2024-06-07,324600,140557,1059,0,
2024-07-08,891077,925426,1814,0,
2022-01-10,462690,974536,497,0,
2023-09-30,632699,882386,558,0,
2023-07-06,997198,112721,905,0,
2024-12-14,657826,546568,763,0,
2024-11-17,237497,675148,2427,0,
2024-07-01,129764,266017,1414,0,
2024-04-01,603533,963990,1376,0,
2023-01-07,158981,918625,1953,0,
2023-11-06,909464,400536,422,0,
2024-07-17,462690,974536,1276,0,
2022-11-17,173435,667444,1985,0,
2022-04-12,353233,546962,1332,6,Regulatory issue
2023-10-24,422649,897417,254,0,
2024-12-19,112424,690495,1640,0,
2024-08-18,223883,743491,452,7,Quality Issue
2023-04-17,104180,599808,1066,33,Regulatory issue
2024-02-21,704655,153282,1289,0,
2024-05-30,724610,737504,1522,0,
2022-09-11,216451,675162,959,0,
2024-11-05,772117,429685,1824,0,
2024-07-10,670776,216629,1788,0,
2024-03-18,318398,229367,1932,0,
2023-02-28,690436,310031,1463,0,
2024-03-04,466825,286229,2252,0,
2024-10-28,325877,806847,1526,0,
2024-07-23,934626,371109,1143,0,
2022-01-02,427553,758773,1609,0,
2024-12-14,690436,310031,1868,0,
2023-12-05,304616,468179,1846,0,
2023-01-10,722332,267562,1442,0,
2022-06-21,265732,231832,652,0,
2023-11-22,913808,205770,485,0,
2022-07-26,804661,194308,791,0,
2024-01-29,607069,550204,802,0,
2024-07-01,590816,530904,1571,0,
2022-12-23,150380,282826,1270,0,
2023-06-23,750526,117306,1340,0,
2024-07-08,414552,250464,2277,0,
2023-12-20,398613,586820,626,0,
2022-03-04,140437,539633,782,0,
2023-03-22,427089,363394,1667,0,
2023-02-10,319529,259331,1038,0,
2023-02-27,228322,858316,733,0,
2023-06-29,926453,435709,1223,0,
2022-05-23,189331,286592,2036,0,
2022-03-25,364766,290750,1299,35,Regulatory issue
2024-07-15,454257,419903,789,0,
2023-03-08,410155,321141,872,0,
2023-03-14,894828,580932,2430,0,
2022-03-07,767573,884960,258,0,
2022-02-26,738070,981926,1054,0,
2023-11-21,393679,416170,1146,0,
2023-03-26,291167,135561,436,0,
2024-12-01,186286,252350,1032,0,
2022-10-30,254751,738343,1684,0,
2023-07-24,821977,504920,1931,0,
2023-08-31,723733,603096,500,0,
2024-03-01,697071,893771,122,0,
2024-02-10,151508,125091,2342,0,
2024-03-19,697071,893771,409,5,Regulatory issue
2022-10-10,229788,352497,1463,0,
2024-03-27,324271,803548,1297,0,
2024-04-12,452573,430556,986,0,
2023-09-27,692444,523458,1148,0,
2023-10-18,170560,799601,2432,0,
2022-12-01,216478,567263,2299,0,
2022-03-09,585446,257530,654,0,
2024-02-17,747198,674170,1654,0,
2023-05-03,178122,155245,469,0,
2024-06-18,178717,480851,2491,0,
2024-07-28,800831,483381,768,0,
2023-01-30,111484,393171,1645,0,
2023-03-20,993453,814300,286,0,
2023-08-05,211421,457220,1530,0,
2022-03-19,798281,784784,1260,0,
2022-02-25,711547,832738,121,0,
2022-07-13,823340,588274,435,0,
2023-02-07,657262,681468,2302,27,Quality Issue
2022-04-08,831985,247186,1879,0,
2022-05-12,648634,859746,568,0,
2022-07-01,702863,868688,2055,0,
2023-06-01,464239,830849,1223,0,
2024-03-04,294995,780132,1662,58,Regulatory issue
2022-01-04,957352,683414,1095,0,
2024-02-06,676838,576932,953,15,Quality Issue
2022-06-21,900555,155677,380,0,
2024-07-19,661198,130482,630,0,
2022-07-15,265732,231832,1526,0,
2023-08-27,221791,135897,1223,0,
2024-01-19,517701,955995,320,0,
2024-06-07,563743,724497,1956,60,Quality Issue
2023-03-25,860205,519835,1351,0,
2024-11-12,895947,215336,1832,0,
2024-10-12,684926,980008,496,0,
2024-11-08,278084,924997,761,0,
2023-05-01,831985,247186,1530,0,
2022-12-10,391635,400921,537,0,
2022-04-19,479462,635483,818,0,
2024-03-13,970892,465996,2156,0,
2024-08-31,218175,432010,2394,0,
2022-09-25,515197,767154,1286,0,
2024-03-18,706109,494215,1197,0,
2022-02-06,223883,743491,2355,0,
2022-08-15,898794,946470,1795,0,
2022-04-04,678302,254496,1719,0,
2024-06-02,904668,656716,550,0,
2023-10-06,104784,963152,2316,0,
2023-12-14,723910,399283,458,0,
2023-07-22,696182,163400,218,0,
2023-12-10,953336,973506,1002,0,
2022-07-27,658934,726756,1078,0,
2022-12-11,340359,317344,1468,0,
2023-06-16,232483,634010,2268,0,
2023-03-24,947103,690861,1913,0,
2022-05-02,952033,200959,1485,0,
2022-04-03,270689,739096,2222,0,
2024-09-21,266096,242207,1692,0,
2024-07-30,762074,154741,1647,0,
2022-03-31,561459,361809,1521,0,
2024-03-20,898593,889133,985,0,
2024-10-09,661198,130482,1989,0,
2022-06-06,243980,574159,2178,0,
2022-05-10,476214,482540,1115,0,
2024-06-28,254751,738343,783,0,
2022-05-15,792746,278423,228,0,
2023-09-28,326049,882571,169,0,
2024-05-07,891077,925426,1949,0,
2023-06-22,138620,298919,478,0,
2022-10-12,994860,611471,1854,0,
2023-11-16,381691,663408,240,0,
2022-04-04,901768,399927,1422,0,
2023-10-23,249071,991620,307,0,
2024-05-07,712629,495896,2264,0,
2022-12-04,943883,604662,430,0,
2024-07-21,194280,704491,2381,0,
2024-11-17,237500,544222,266,0,
2024-11-15,289753,874331,723,0,
2024-11-22,857938,367080,715,0,
2022-04-04,167451,935514,593,0,
2022-02-28,391688,957379,1301,0,
2023-10-25,188704,837619,2257,0,
2023-12-06,251772,624784,150,5,Quality Issue
2024-01-02,686806,735907,1963,0,
2022-09-16,646631,116721,2478,0,
2024-12-13,120664,845459,121,0,
2024-06-09,854918,380941,933,0,
2022-01-01,326756,456962,1571,0,
2023-06-14,319274,903363,2280,0,
2022-10-24,943883,604662,2001,0,
2023-11-26,659648,490601,840,0,
2022-04-18,114762,453351,2208,0,
2024-11-05,324600,140557,536,0,
2023-05-11,278084,924997,2115,0,
2023-01-12,821977,504920,2467,0,
2024-06-14,784164,211702,1744,0,
2022-08-21,511263,583015,1433,0,
2023-07-07,160572,665713,236,0,
2022-04-29,196779,134605,1533,0,
2023-12-26,172664,365218,462,0,
2023-03-28,296914,200659,1109,0,
2024-06-15,173413,448995,873,0,
2024-03-07,316147,545753,2280,0,
2022-03-06,326049,882571,2080,0,
2022-09-10,748553,454184,1703,0,
2023-02-28,610523,273364,314,0,
2024-07-22,264557,622709,145,0,
2022-05-24,919815,645680,1797,0,
2022-05-31,438668,898953,1315,47,Regulatory issue
2024-02-17,278588,342028,2211,0,
2022-04-21,491280,890138,1672,0,
2022-08-01,940197,770942,2367,0,
2023-08-19,789575,359759,2161,99,Regulatory issue
2024-05-26,672039,620615,637,0,
2022-06-21,745838,403058,467,0,
2022-12-12,544230,203333,1743,0,
2022-08-01,769999,819930,1250,0,
2022-08-08,552724,492320,1891,0,
2023-07-11,679318,813611,2148,92,Regulatory issue
2023-03-06,883835,443409,586,0,
2024-07-31,137193,551571,856,0,
2023-12-28,454866,596864,2492,0,
2023-12-23,178122,155245,1188,0,
2023-08-05,843839,337705,1209,0,
2024-01-31,877939,940002,2371,0,
2024-05-03,209518,894302,537,0,
2023-04-05,755107,107295,1503,0,
2023-12-16,196044,910818,1380,0,
2022-02-23,544230,203333,1496,0,
2023-04-12,556109,262941,1748,0,
2024-02-16,249071,991620,2001,0,
2022-05-11,247212,167212,879,0,
2023-03-15,647404,381821,402,12,Regulatory issue
2024-01-29,615276,902777,137,0,
2022-09-26,384933,112302,770,0,
2023-04-18,658934,726756,2254,0,
2022-02-27,756210,181354,2006,0,
2024-09-17,468362,942983,450,0,
2023-08-20,349393,234747,2132,0,
2024-04-07,583046,334124,235,0,
2023-09-03,758690,325923,431,0,
2023-12-30,247212,167212,1397,8,Quality Issue
2024-04-02,938652,563669,594,0,
2023-03-08,458401,375083,727,0,
2024-06-13,207372,401316,1715,0,
2024-04-07,632699,882386,2059,0,
2022-08-29,701608,209915,1626,0,
2023-12-17,426091,245992,1130,0,
2023-10-07,489774,938736,2014,0,
2024-12-06,150380,282826,2301,0,
2024-06-11,652845,397179,474,0,
2024-11-08,115462,167042,1810,0,
2022-07-12,938652,563669,1848,0,
2022-02-21,676838,576932,835,0,
2023-09-05,988979,126267,191,0,
2022-04-03,973974,832216,1966,0,
2022-10-06,733373,220543,2465,0,
2022-12-25,359811,521911,120,1,Quality Issue
2023-08-09,980515,581829,357,5,Quality Issue
2022-03-16,561691,949547,1093,0,
2024-02-14,416742,969709,2452,0,
2023-01-03,339158,353923,920,0,
2023-06-23,502897,448296,189,0,
2023-08-10,792826,510342,1384,0,
2022-06-13,696879,670424,2372,0,
2022-06-16,179919,409447,1856,20,Regulatory issue
2022-12-13,747198,674170,578,17,Regulatory issue
2022-06-30,324600,140557,2362,0,
2024-07-25,544230,203333,2252,0,
2023-01-13,454217,953092,1535,0,
2024-04-29,349393,234747,1406,0,
2023-09-29,815185,788570,2043,0,
2024-04-02,775667,912583,1195,12,Regulatory issue
2022-02-01,597240,634921,817,0,
2022-11-08,689626,448084,1466,0,
2022-12-03,793448,325883,1035,0,
2022-02-05,637155,713947,379,0,
2022-04-20,504276,970236,615,0,
2022-11-10,609945,630992,493,0,
2024-09-20,760454,823071,1326,16,Regulatory issue
2022-04-01,191640,380198,1605,0,
2023-03-24,846669,418774,1765,0,
2022-05-17,718995,266558,1504,0,
2024-05-03,385737,210477,1042,0,
2023-10-04,696879,670424,1895,0,
2023-02-22,481166,313325,2261,0,
2023-08-26,462690,974536,112,0,
2024-12-20,138435,877922,1916,75,Regulatory issue
2024-04-20,965642,699969,2321,0,
2023-01-31,724492,940812,1855,0,
2022-10-26,940197,770942,1836,0,
2023-01-29,120106,649807,528,0,
2022-09-20,855526,861337,1072,0,
2022-04-26,602058,167773,484,21,Regulatory issue
2023-05-12,919117,120686,2297,0,
2023-10-15,381691,663408,1584,58,Regulatory issue
2024-12-06,990493,581157,1453,0,
2022-12-09,306625,720404,1097,0,
2023-10-01,246097,688984,588,0,
2024-07-08,713505,468928,2156,0,
2022-02-12,601049,778154,847,0,
2022-10-12,792826,510342,101,0,
2022-02-16,514400,824234,564,10,Quality Issue
2024-11-28,609945,630992,1140,0,
2024-06-01,908085,864680,2373,0,
2024-07-23,164369,308829,463,0,
2022-10-10,454217,953092,943,0,
2023-08-07,893646,832819,1528,0,
2024-09-19,416116,277336,1461,0,
2024-09-04,573422,424781,1521,0,
2024-10-29,361823,121512,172,0,
2024-03-22,945382,116846,600,0,
2024-01-05,359905,403034,1554,0,
2023-04-12,433298,225504,2024,0,
2023-02-24,594050,251622,1844,0,
2024-12-14,389266,839940,1502,0,
2023-09-19,789960,375257,358,0,
2023-12-18,249071,991620,130,0,
2022-06-04,823340,588274,758,0,
2023-06-26,139281,984115,2053,0,
2022-04-27,535472,548275,1697,0,
2024-05-22,741666,544720,519,0,
2023-12-21,272915,285661,1304,0,
2024-01-13,815850,537140,1266,0,
2023-05-05,220050,162930,990,0,
2022-10-01,502297,204354,809,0,
2023-08-27,195610,623962,1786,0,
2022-09-18,318398,229367,2005,0,
2022-02-27,906058,489666,1551,15,Quality Issue
2023-12-06,965642,699969,330,0,
2023-08-09,733477,567970,394,0,
2024-09-03,258488,776325,1518,0,
2024-10-27,440530,105242,2450,0,
2023-06-11,352443,218792,1853,84,Regulatory issue
2023-12-18,357546,660596,505,0,
2024-03-10,216478,567263,637,16,Quality Issue
2024-11-12,591192,645185,141,5,Regulatory issue
2024-03-03,217830,563206,570,0,
2024-05-03,196414,467936,2373,0,
2022-11-14,483307,767630,2213,0,
2024-08-06,684288,781897,1329,0,
2024-02-19,408259,790293,2493,0,
2024-02-14,989589,997190,872,0,
2023-08-27,319529,259331,948,0,
2023-08-12,675965,487193,1257,0,
2022-07-16,209047,333244,2282,0,
2024-11-08,927852,100820,2194,0,
2023-05-01,331329,262379,2490,0,
2023-07-02,126775,596104,889,0,
2023-09-14,712110,205938,1730,0,
2024-08-26,947199,931062,1167,9,Regulatory issue
2023-10-19,621312,394318,318,0,
2022-07-03,461317,793580,1169,0,
2023-10-06,864807,110895,954,0,
2022-10-08,538742,820291,214,0,
2024-01-05,703423,782568,1684,0,
2024-04-06,465510,465152,1139,52,Quality Issue
2023-11-02,990493,581157,705,0,
2022-12-22,359811,521911,339,0,
2022-02-16,493065,317805,2199,0,
